,user_id,location_id,latitude,longitude,previous,categorie,categorie_id,borough_id,area_id
15745,2,201,-73.9912413,40.75141877,174,Office,52,1,100
15748,2,233,-74.01172221,40.63505531,201,Subway,0,3,227
15749,31,1972,-73.9854564,40.75272564,1958,Sushi Restaurant,170,1,164
15750,239,6054,-74.07678338,40.63756887,6051,Spanish Restaurant,145,5,221
15753,213,3837,-73.96459948,40.76078405,5801,Gym / Fitness Center,106,1,141
15754,156,5020,-73.98253441,40.57162075,184,Beach,78,3,55
15756,179,1958,-73.98681521,40.75379775,5361,Coffee Shop,63,1,100
15758,69,3218,-73.980316,40.754263,1839,Gym / Fitness Center,106,1,161
15760,4,145,-73.97330797,40.75274101,412,German Restaurant,67,1,162
15761,44,2070,-73.9879632,40.7498254,2421,Plaza,35,1,186
15763,29,1875,-73.93913652,40.84350463,1874,Bank,29,1,244
15765,9,917,-73.88307006,40.82477735,920,Home (private),6,2,212
15768,4,367,-73.97360485,40.75315456,145,Parking,104,1,162
15769,182,5404,-74.00576017,40.62889483,89,Road,11,3,67
15770,9,929,-73.85954899,40.82141255,917,Home (private),6,2,213
15771,2,184,-73.98124695,40.57745558,233,Subway,0,3,55
15773,179,5363,-73.99137497,40.75527081,1958,Office,52,1,48
15775,11,1064,-73.971619,40.76285776,1063,Asian Restaurant,147,1,163
15778,21,1551,-74.00887756,40.6533502,1534,Food & Drink Shop,27,3,228
15779,37,1478,-74.006383,40.71113138,2169,Donut Shop,149,1,209
15780,35,2123,-73.82514953,40.74109466,2122,Bus Station,5,4,192
15783,179,5365,-73.992378,40.730642,5363,Deli / Bodega,9,1,113
15784,89,177,-73.99040315,40.7352825,3768,Park,12,1,234
15785,35,2113,-73.83175135,40.7829786,2123,Department Store,38,4,252
15787,6,715,-73.98388825,40.74364391,706,French Restaurant,155,1,164
15788,69,3217,-73.978965,40.75615113,3218,Office,52,1,161
15789,21,1353,-73.98848661,40.75407621,1551,Neighborhood,4,1,100
15790,239,6050,-74.14161271,40.63404533,6054,Home (private),6,5,187
15792,69,3218,-73.980316,40.754263,3217,Gym / Fitness Center,106,1,161
15794,222,2598,-73.97336954,40.76280319,5883,Sporting Goods Shop,159,1,163
15795,31,1955,-73.74328136,40.76305616,1972,Road,11,4,64
15797,11,1065,-73.97121298,40.76459171,1064,Department Store,38,1,237
15798,6,688,-73.98205429,40.74476768,715,Sushi Restaurant,170,1,170
15801,213,3837,-73.96459948,40.76078405,3837,Gym / Fitness Center,106,1,141
15802,2,187,-73.97476137,40.58085356,184,Subway,0,3,55
15804,2,173,-73.99594545,40.67352655,187,Train Station,21,3,106
15809,11,1036,-73.90266895,40.64609878,1065,Subway,0,3,39
15811,81,3577,-73.967366,40.63715067,3562,Residential Building (Apartment / Condo),17,3,89
15812,43,2391,-73.91826886,40.6323191,2394,Bus Station,5,3,39
15813,11,1025,-73.88734501,40.64250841,1036,Park,12,3,39
15814,250,6157,-73.95768734,40.671275,6160,Café,49,3,61
15819,40,227,-73.97761667,40.68456337,2289,Train Station,21,3,97
15820,52,2707,-73.81723443,40.7059036,2694,Hotel,40,4,28
15822,180,5380,-73.83034185,40.71509547,5373,Bus Station,30,4,95
15824,156,3557,-73.97605419,40.57611916,188,Subway,0,3,55
15829,180,2710,-73.77607998,40.64615123,496,Airport,127,4,132
15833,7,770,-73.95661354,40.82540356,757,Park,12,1,116
15834,230,5969,-73.98590326,40.7509389,5970,Residential Building (Apartment / Condo),17,1,164
15835,52,2697,-73.99148807,40.75215522,2707,Hotel,40,1,100
15836,156,5023,-73.94234,40.75413287,3557,Deli / Bodega,9,4,193
15837,254,6179,-73.99857548,40.75196555,1307,College Academic Building,277,1,68
15838,231,5989,-73.86207104,40.76877676,5986,Airport,57,4,138
15843,199,5614,-73.9504908,40.78662059,5605,Bar,109,1,75
15845,134,4663,-73.96870332,40.7575775,224,Residential Building (Apartment / Condo),17,1,229
15851,9,182,-73.98738384,40.69147465,929,Subway,0,3,65
15852,25,1726,-73.78943141,40.787516,286,Road,11,4,15
15853,19,229,-74.01118577,40.70919832,1478,Park,12,1,261
15854,26,1729,-73.93010371,40.86107855,1765,Home (private),6,1,243
15855,38,2192,-74.08288386,40.62578449,2217,Home (private),6,5,221
15857,0,1,-73.94942887,40.71430292,1,Other Great Outdoors,1,3,80
15859,7,757,-73.80660295,40.67172008,770,Campground,81,4,216
15860,0,4,-73.94957542,40.6501689,5,Neighborhood,4,3,85
15862,9,904,-73.94511224,40.82844242,182,Deli / Bodega,9,1,116
15863,7,768,-73.81906986,40.66992984,757,Neighborhood,4,4,216
15864,52,1426,-73.98789883,40.7567987,2698,Fast Food Restaurant,74,1,230
15865,120,4406,-73.89236343,40.81494838,2244,Office,52,2,126
15867,19,1469,-74.01076978,40.70972827,229,Office,52,1,261
15869,4,401,-73.92162949,40.76688552,367,Diner,14,4,7
15871,19,1467,-73.917947,40.816188,1469,Subway,0,2,159
15872,43,259,-73.90339851,40.67837611,4,Subway,0,3,177
15873,43,2405,-73.88307006,40.68650397,259,Home (private),6,3,63
15877,2,196,-73.95375967,40.71424858,173,Neighborhood,4,3,255
15878,223,5897,-73.85418802,40.66338524,5892,Medical Center,23,4,124
15882,218,5848,-73.84090987,40.70098742,5851,Bus Station,5,4,197
15883,23,1620,-73.78896895,40.7619429,284,Home (private),6,4,9
15885,4,145,-73.97330797,40.75274101,401,German Restaurant,67,1,162
15886,211,5772,-73.982756,40.745019,5771,Coffee Shop,63,1,170
15889,21,1552,-73.99363441,40.7139599,1528,Vietnamese Restaurant,232,1,45
15892,2,235,-73.95790637,40.70841147,196,Subway,0,3,217
15893,179,3387,-73.99998,40.615779,5365,Bagel Shop,22,3,22
15896,21,1526,-74.00622498,40.65543162,1552,Deli / Bodega,9,3,228
15900,23,1644,-73.86958122,40.74914266,941,Subway,0,4,129
15901,2,173,-73.99594545,40.67352655,235,Train Station,21,3,106
15903,223,4192,-73.73847485,40.69451704,5897,Neighborhood,4,4,38
15906,132,4628,-73.9296627,40.75645736,4632,Subway,0,4,146
15909,230,5970,-74.01229043,40.70665366,5969,University,182,1,88
15910,223,5899,-73.73229504,40.74358295,4192,Road,11,4,19
15911,180,496,-73.78452301,40.64508936,2710,Airport,141,4,132
15912,218,5849,-73.96154881,40.80861224,5848,College Academic Building,206,1,166
15914,132,4637,-73.96734878,40.76054277,4628,Breakfast Spot,173,1,162
15917,54,2767,-73.98486528,40.7708529,2769,College Academic Building,250,1,142
15919,239,6048,-74.0761237,40.6380616,6051,Building,31,5,206
15920,254,6184,-73.99083958,40.74852161,6179,Office,52,1,186
15925,179,953,-73.99154663,40.7572213,3387,Bus Station,30,1,48
15927,250,2925,-73.98775202,40.73365025,537,Food & Drink Shop,27,1,107
15928,4,361,-73.97326049,40.75323752,389,Office,102,1,162
15931,54,2768,-73.98431432,40.77095773,2767,Law School,278,1,142
15933,38,2248,-74.0728138,40.64411739,2192,Bakery,20,5,206
15934,148,4897,-73.98845792,40.7376978,581,Office,52,1,234
15937,81,3149,-73.95519733,40.595234,3577,Subway,0,3,210
15939,54,2766,-73.98592472,40.77079185,2768,College Academic Building,277,1,142
15940,43,2390,-73.90217543,40.64580572,2405,Bus Station,5,3,39
15941,250,6156,-73.96537147,40.66855421,1130,Home (private),6,3,190
15943,215,5831,-73.97874157,40.74173557,5830,Government Building,125,1,137
15945,124,4474,-73.92922825,40.70048858,898,Coffee Shop,63,3,37
15946,156,5017,-73.94260372,40.75485493,5023,Housing Development,93,4,193
15947,254,2476,-73.98453241,40.75401803,6184,Bar,65,1,164
15950,156,173,-73.99594545,40.67352655,5017,Train Station,21,3,106
15951,11,1102,-73.90301228,40.67559335,1027,Train Station,21,3,77
15952,170,149,-73.85997683,40.8378347,5235,American Restaurant,41,2,182
15953,124,1124,-73.9411211,40.70024353,4474,Subway,0,3,37
15954,4,396,-73.97379425,40.75312596,361,Office,102,1,162
15955,156,273,-73.97536685,40.62098151,173,Train Station,21,3,178
15956,25,1703,-73.79360211,40.78020165,1726,Post Office,47,4,15
15959,124,4485,-73.98519516,40.71808685,1124,Other Great Outdoors,1,1,232
15960,9,913,-73.94570922,40.82723997,904,Deli / Bodega,9,1,116
15961,180,5379,-73.829719,40.706031,5373,Synagogue,130,4,134
15962,215,5832,-73.98070439,40.76673134,5831,Government Building,125,1,163
15967,230,5979,-73.98414215,40.74911053,5970,Sandwich Place,32,1,164
15970,4,367,-73.97360485,40.75315456,396,Parking,104,1,162
15972,165,5157,-73.953186,40.745384,5155,Tea Room,134,4,145
15974,0,0,-74.004252,40.7255768,6,Subway,0,1,125
15978,7,749,-73.8066,40.6717,768,Taxi,175,4,216
15980,40,227,-73.97761667,40.68456337,227,Train Station,21,3,97
15981,196,5580,-73.83602511,40.87719935,5577,Home (private),6,2,51
15982,254,251,-73.98626804,40.75648987,2476,Plaza,35,1,230
15983,230,5971,-73.98887973,40.75099148,5979,Home (private),6,1,100
15986,38,2224,-74.1088983,40.61037463,2248,Road,11,5,251
15989,7,765,-73.90296936,40.74579388,771,Train Station,21,4,260
15990,26,1769,-73.99017386,40.75172759,1768,Soup Place,156,1,100
15992,230,5980,-73.98530245,40.74774465,5971,Coffee Shop,63,1,164
15994,124,4455,-73.98104875,40.72098907,4485,Deli / Bodega,9,1,4
15996,23,1622,-74.0079752,40.70762708,1644,Building,31,1,87
15997,86,3667,-73.88307006,40.71616168,3689,Home (private),6,4,160
15998,9,907,-73.94981346,40.82678514,920,Food & Drink Shop,27,1,116
15999,165,5173,-73.78529549,40.63821834,5157,Airport,324,4,132
16001,170,5239,-73.860585,40.83739252,149,Bank,29,2,182
16002,31,1653,-73.90328983,40.74559767,92,Subway,0,4,260
16003,6,695,-73.9822138,40.74562565,702,Bank,29,1,170
16004,54,2768,-73.98431432,40.77095773,2769,Law School,278,1,142
16005,4,396,-73.97379425,40.75312596,367,Office,102,1,162
16006,132,271,-73.95777225,40.60906562,207,Subway,0,3,149
16008,24,1684,-73.98018786,40.76550639,1660,Medical Center,23,1,163
16009,156,188,-73.98161693,40.57696138,273,Fast Food Restaurant,74,3,55
16010,49,2617,-73.86379838,40.85439106,2625,Neighborhood,4,2,185
16011,170,5247,-73.85755336,40.83696457,5239,Movie Theater,194,2,182
16012,9,740,-73.95039082,40.82650767,907,Subway,0,1,116
16013,31,1955,-73.74328136,40.76305616,1653,Road,11,4,64
16016,49,2594,-73.85623455,40.86544847,2617,Road,11,2,3
16017,215,5833,-73.96790028,40.79591037,5832,Government Building,125,1,151
16018,69,3256,-73.97824225,40.75657884,3218,Coffee Shop,63,1,161
16019,24,1023,-73.9800329,40.76526206,1684,Subway,0,1,163
16020,132,4640,-73.92996311,40.75673368,207,Food & Drink Shop,27,4,7
16021,25,1692,-73.78896895,40.78168478,1703,Home (private),6,4,15
16022,54,2771,-73.94186034,40.8331652,2768,Home (private),6,1,244
16025,218,5859,-73.843131,40.719577,5849,Medical Center,202,4,95
16027,38,2193,-74.08612762,40.613628,2224,Automotive Shop,68,5,115
16028,20,179,-73.98109466,40.7588571,1490,Subway,0,1,161
16030,2,210,-73.9775978,40.68430738,173,Subway,0,3,97
16032,86,3698,-73.85632038,40.711386,3667,Miscellaneous Shop,25,4,95
16033,6,734,-73.98157101,40.74387898,695,Breakfast Spot,173,1,170
16034,38,2192,-74.08288386,40.62578449,2193,Home (private),6,5,221
16035,26,1472,-74.01398788,40.7076499,1769,Subway,0,1,261
16037,124,4484,-73.984317,40.720249,4455,Bike Shop,113,1,232
16038,218,2679,-73.83071483,40.71381,5859,Subway,0,4,134
16039,4,380,-73.91382522,40.76548389,396,Burger Joint,73,4,7
16040,223,5900,-73.72838331,40.74932231,5899,Japanese Restaurant,114,4,101
16042,69,3217,-73.978965,40.75615113,3256,Office,52,1,161
16043,49,2618,-73.85563524,40.85589346,2594,Mexican Restaurant,88,2,185
16045,2,305,-73.93697977,40.84894322,248,Neighborhood,4,1,244
16046,223,5897,-73.85418802,40.66338524,5900,Medical Center,23,4,124
16047,6,684,-73.98239171,40.74446108,734,Deli / Bodega,9,1,170
16049,69,378,-73.975419,40.75231,3217,Gym / Fitness Center,106,1,162
16050,23,284,-73.94554138,40.74663922,1622,Subway,0,4,145
16051,43,2386,-73.918612,40.62940441,2390,Restaurant,42,3,91
16052,20,1053,-73.94965589,40.68036953,1482,Subway,0,3,61
16053,31,1960,-73.7475185,40.76821188,1955,Neighborhood,4,4,64
16054,11,1038,-73.89276087,40.63730038,1102,Drugstore / Pharmacy,7,3,39
16055,6,190,-73.982476,40.74508,684,Sandwich Place,32,1,170
16057,20,1522,-73.86505097,40.6770356,1053,Subway,0,3,63
16058,81,461,-73.99085999,40.67282676,3149,Train Station,37,3,106
16060,23,931,-73.84606361,40.75645736,284,Stadium,184,4,93
16062,81,3560,-73.96537147,40.63886447,461,Home (private),6,3,89
16065,95,3914,-73.98887973,40.60259049,3914,Home (private),6,3,21
16066,187,940,-73.9442163,40.8247747,5486,Subway,0,1,116
16068,49,2608,-73.86102775,40.86614982,2618,Drugstore / Pharmacy,7,2,3
16070,4,460,-73.9065883,40.7689159,380,Home (private),6,4,223
16072,156,5018,-73.99035177,40.57385221,188,Event Space,132,3,55
16073,144,1154,-73.9520234,40.58532515,1154,Gym / Fitness Center,66,3,210
16075,2,320,-73.93953323,40.84076211,305,Subway,0,1,244
16076,38,1998,-73.90974892,40.66487975,2192,Neighborhood,4,3,35
16077,156,184,-73.98124695,40.57745558,5018,Subway,0,3,55
16078,20,1522,-73.86505097,40.6770356,1522,Subway,0,3,63
16079,180,5372,-73.8312149,40.7136956,5379,Neighborhood,4,4,134
16082,180,496,-73.78452301,40.64508936,5372,Airport,141,4,132
16083,144,4844,-73.94781237,40.583875,1154,Bar,151,3,150
16084,180,5381,-73.77540779,40.64572694,496,Asian Restaurant,147,4,132
16086,38,2253,-74.03414011,40.60976609,1998,Other Great Outdoors,1,3,14
16087,20,1482,-73.95177658,40.68990543,1522,Subway,0,3,17
16088,2,165,-73.94424319,40.80036117,320,Office,76,1,74
16091,102,220,-73.98802757,40.75650613,4070,Subway,0,1,230
16093,6,661,-73.98373696,40.74404465,190,Coffee Shop,63,1,164
16098,180,2725,-73.772614,40.64587085,5381,Airport,127,4,132
16099,59,2918,-73.98887973,40.7312265,1177,Home (private),6,1,79
16100,86,3669,-73.87633733,40.71503485,3698,Neighborhood,4,4,160
16104,6,691,-73.98157101,40.74618839,661,Gym / Fitness Center,106,1,170
16107,38,2192,-74.08288386,40.62578449,2253,Home (private),6,5,221
16109,9,940,-73.9442163,40.8247747,182,Subway,0,1,116
16110,80,19,-74.00257587,40.73977359,205,Subway,0,1,249
16112,35,2097,-73.8477874,40.79012656,2113,Home (private),6,4,53
16113,9,904,-73.94511224,40.82844242,940,Deli / Bodega,9,1,116
16118,86,3669,-73.87633733,40.71503485,3669,Neighborhood,4,4,160
16121,55,307,-73.94837379,40.74530618,2785,Neighborhood,4,4,145
16123,80,1019,-74.01315451,40.70779134,2392,Subway,0,1,261
16126,2,196,-73.95375967,40.71424858,165,Neighborhood,4,3,255
16127,223,5892,-73.85417079,40.66328945,5897,Other Great Outdoors,96,4,124
16130,2,266,-73.97588253,40.64948514,182,Subway,0,3,257
16134,80,3542,-73.98165136,40.57683702,1019,Neighborhood,4,3,55
16136,223,5861,-73.85941029,40.70990587,5892,Bakery,20,4,102
16137,80,271,-73.95777225,40.60906562,3542,Subway,0,3,149
16140,187,5490,-73.900845,40.856028,940,Subway,0,2,94
16141,38,2204,-74.09294764,40.61034594,2192,Road,11,5,115
16144,148,1666,-73.99287701,40.74296517,4361,Subway,0,1,90
16147,223,4790,-73.85174023,40.71034189,5861,Food & Drink Shop,135,4,95
16152,223,5899,-73.73229504,40.74358295,4790,Road,11,4,19
16155,21,1574,-73.99721146,40.72416908,1528,Office,76,1,144
16160,4,380,-73.91382522,40.76548389,460,Burger Joint,73,4,7
16161,23,765,-73.90296936,40.74579388,1620,Train Station,21,4,260
16162,6,689,-73.98389161,40.74379023,691,Deli / Bodega,9,1,164
16165,21,1526,-74.00622498,40.65543162,1574,Deli / Bodega,9,3,228
16167,4,416,-73.92148733,40.7666966,380,Subway,0,4,7
16171,180,496,-73.78452301,40.64508936,2725,Airport,141,4,132
16173,148,4901,-73.99026569,40.74189765,4897,Sandwich Place,32,1,234
16175,124,4475,-73.94091031,40.70037464,4458,Gym / Fitness Center,66,3,37
16176,192,5536,-73.98920972,40.74277999,5533,General Entertainment,18,1,234
16178,250,6162,-73.96537147,40.66855421,1130,Home (private),6,3,190
16184,114,4268,-73.98689691,40.75331461,551,Office,52,1,100
16186,69,3221,-73.97818049,40.75557769,378,Coffee Shop,63,1,161
16187,192,5540,-73.99253368,40.73864059,5536,Bakery,20,1,234
16188,116,633,-74.00256382,40.74106166,553,Office,76,1,68
16189,38,2197,-74.1324905,40.612287,2204,Coffee Shop,63,5,251
16191,98,3969,-73.92832695,40.85173713,3941,Deli / Bodega,9,1,243
16192,124,4474,-73.92922825,40.70048858,4475,Coffee Shop,63,3,37
16193,23,1632,-74.00798094,40.70762387,765,Office,52,1,87
16195,2,184,-73.98124695,40.57745558,266,Subway,0,3,55
16196,38,2193,-74.08612762,40.613628,2197,Automotive Shop,68,5,115
16198,11,1094,-73.902366,40.645287,1021,Food Truck,33,3,39
16202,124,4458,-73.93010371,40.70310011,4474,Home (private),6,3,37
16203,6,715,-73.98388825,40.74364391,689,French Restaurant,155,1,164
16206,102,220,-73.98802757,40.75650613,220,Subway,0,1,230
16207,194,5557,-74.1629283,40.601654,5556,Medical Center,23,5,23
16212,228,5961,-73.83692265,40.77033683,5958,Government Building,55,4,53
16213,11,1023,-73.9800329,40.76526206,1094,Subway,0,1,163
16214,142,4805,-73.96543174,40.76026433,386,Residential Building (Apartment / Condo),17,1,229
16216,54,2770,-73.98463726,40.77040184,2766,College Academic Building,279,1,142
16217,194,5558,-74.14691976,40.6252177,5557,Diner,14,5,156
16218,4,370,-73.97370242,40.75280845,416,Hardware Store,69,1,162
16219,153,2177,-73.83662224,40.81510842,4968,Road,11,2,208
16220,200,5632,-73.91152145,40.767911,5621,Moroccan Restaurant,111,4,7
16224,35,2118,-73.84578016,40.78372132,2105,Food & Drink Shop,27,4,53
16225,142,4813,-73.968647,40.755002,4805,Coffee Shop,63,1,229
16227,142,4796,-73.97185432,40.75230661,4813,Building,31,1,233
16229,4,364,-73.9737713,40.75371248,370,Library,87,1,162
16232,194,5556,-74.10596179,40.63075539,5558,Drugstore / Pharmacy,7,5,245
16233,54,2769,-73.98410198,40.77056711,2770,Event Space,132,1,142
16234,4,377,-73.977488,40.754455,364,Miscellaneous Shop,25,1,161
16237,16,1366,-73.97408009,40.75187358,1335,Sandwich Place,32,1,162
16239,187,5482,-73.90470798,40.85477511,5490,School,51,2,169
16240,69,3218,-73.980316,40.754263,3221,Gym / Fitness Center,106,1,161
16242,9,925,-73.94816604,40.82639153,906,Convenience Store,15,1,116
16243,194,5552,-74.0946311,40.62743941,5556,Home (private),6,5,245
16250,117,4326,-73.89850616,40.88941189,656,Subway,0,2,220
16251,69,1202,-73.97880614,40.75527488,3218,Restaurant,42,1,161
16252,153,4973,-73.77149926,40.764432,2177,Italian Restaurant,158,4,16
16253,117,4328,-73.909589,40.874486,4326,Subway,0,1,153
16254,55,2785,-73.91636855,40.7429291,1465,Park,12,4,226
16255,23,1650,-74.00799242,40.70755917,1624,Park,12,1,87
16256,142,4812,-73.9719075,40.752292,2915,Coffee Shop,63,1,233
16257,0,18,-74.00508877,40.72648555,0,Office,13,1,125
16258,86,3181,-73.89644623,40.70566047,3669,Food & Drink Shop,135,4,198
16265,35,2102,-73.8477874,40.79012656,2118,Home (private),6,4,53
16266,182,1988,-73.98446354,40.75407124,207,Bookstore,163,1,164
16268,38,2254,-74.02929216,40.60500584,2192,Beach,78,3,14
16269,2,194,-73.99352074,40.60189765,184,Subway,0,3,22
16272,49,2584,-73.8563633,40.85803216,2608,Plaza,35,2,185
16273,148,4897,-73.98845792,40.7376978,551,Office,52,1,234
16276,200,5630,-73.99177502,40.71614496,5632,Chinese Restaurant,10,1,148
16277,192,5541,-74.00684595,40.74247745,5540,Coffee Shop,63,1,68
16278,49,2589,-73.848816,40.84302,2584,Salon / Barbershop,70,2,242
16280,200,5620,-73.94523852,40.71158573,5630,Bar,151,3,80
16283,38,2255,-73.93173694,40.68268995,2254,Neighborhood,4,3,61
16286,69,3217,-73.978965,40.75615113,1202,Office,52,1,161
16287,194,5559,-74.17665483,40.60120822,5552,Salon / Barbershop,70,5,23
16288,49,2597,-73.85025406,40.84272097,2589,Neighborhood,4,2,242
16290,200,5633,-73.93738747,40.73499862,5620,Bus Station,30,4,226
16294,21,1527,-74.00862938,40.65553514,1537,Office,52,3,228
16295,38,2227,-73.86979674,40.65176077,2255,Mall,142,3,76
16296,156,5017,-73.94260372,40.75485493,5017,Housing Development,93,4,193
16299,49,2612,-73.85486569,40.85737569,2597,Road,11,2,185
16306,116,239,-73.97350073,40.77142562,633,Park,12,1,43
16308,23,284,-73.94554138,40.74663922,1650,Subway,0,4,145
16312,59,1177,-73.87122,40.773839,263,Airport,141,4,138
16313,124,4458,-73.93010371,40.70310011,4463,Home (private),6,3,37
16316,9,910,-73.94646694,40.82714318,925,Bus Station,5,1,116
16318,200,5634,-73.9452213,40.71896755,5633,Bus Station,5,3,80
16319,9,909,-73.93786213,40.80463955,910,Bus Station,5,1,74
16324,25,1720,-73.81476603,40.76493952,286,Automotive Shop,68,4,171
16325,52,485,-73.97380114,40.7555959,1426,Hotel,40,1,162
16326,25,1721,-73.79267721,40.75780284,1720,Other Great Outdoors,1,4,171
16330,25,1692,-73.78896895,40.78168478,1721,Home (private),6,4,15
16339,149,4918,-74.00198422,40.73037217,1240,Pizza Place,2,1,249
16340,7,753,-73.93213304,40.74739874,765,Train Station,37,4,226
16341,149,565,-74.00581181,40.74000688,4918,Hotel,40,1,158
16342,7,774,-73.83089304,40.70961309,753,Train Station,21,4,134
16343,131,4607,-73.95964032,40.65532416,2973,Residential Building (Apartment / Condo),17,3,188
16345,149,4919,-74.00669554,40.74423228,565,Bar,64,1,246
16346,7,775,-73.82209381,40.67342903,774,Bus Station,30,4,216
16348,7,757,-73.80660295,40.67172008,775,Campground,81,4,216
16351,149,4040,-74.00629384,40.7438232,4919,Bar,64,1,68
16352,84,2668,-73.94451141,40.79357114,233,Neighborhood,4,1,75
16353,149,4920,-74.00351733,40.74213198,4040,Bar,64,1,68
16360,222,5415,-73.99307013,40.74611902,2598,Gym / Fitness Center,66,1,186
16361,4,390,-73.92160439,40.76685015,377,College Stadium,110,4,7
16363,139,496,-73.78452301,40.64508936,1429,Airport,141,4,132
16364,4,364,-73.9737713,40.75371248,390,Library,87,1,162
16365,180,496,-73.78452301,40.64508936,5379,Airport,141,4,132
16366,26,1729,-73.93010371,40.86107855,1472,Home (private),6,1,243
16367,4,362,-73.97346711,40.7530716,364,Convention Center,59,1,162
16368,180,5371,-73.77563953,40.64515448,496,Airport,127,4,132
16370,38,2204,-74.09294764,40.61034594,2227,Road,11,5,115
16371,16,1337,-73.94521952,40.59112794,1366,Neighborhood,4,3,210
16372,180,5372,-73.8312149,40.7136956,5371,Neighborhood,4,4,134
16375,134,4663,-73.96870332,40.7575775,4663,Residential Building (Apartment / Condo),17,1,229
16376,211,5771,-73.958164,40.732722,5777,Restaurant,42,3,112
16384,223,5889,-73.85624973,40.71103443,5899,Medical Center,23,4,95
16388,120,2462,-73.90249729,40.80601359,4403,Office,52,2,168
16390,223,4790,-73.85174023,40.71034189,5889,Food & Drink Shop,135,4,95
16391,2,165,-73.94424319,40.80036117,194,Office,76,1,74
16392,6,682,-73.97712596,40.73944139,715,Home (private),6,1,137
16394,11,1026,-73.88456013,40.64948659,1023,Building,31,3,222
16400,21,1526,-74.00622498,40.65543162,551,Deli / Bodega,9,3,228
16401,254,6179,-73.99857548,40.75196555,251,College Academic Building,277,1,68
16403,2,195,-73.99617076,40.72526675,165,Subway,0,1,144
16404,174,5297,-73.995777,40.7386668,4155,Deli / Bodega,9,1,234
16410,31,92,-73.99357639,40.7507948,1960,Train Station,21,1,186
16416,174,5295,-73.99279654,40.73714563,5297,Office,52,1,234
16417,250,6156,-73.96537147,40.66855421,6162,Home (private),6,3,190
16418,78,3502,-73.9851774,40.64006,3499,Automotive Shop,68,3,26
16420,38,2205,-74.07610076,40.64244246,2204,Government Building,55,5,206
16425,2,177,-73.99040315,40.7352825,195,Park,12,1,234
16426,165,5155,-73.95688518,40.74582838,5173,Other Great Outdoors,1,4,145
16427,84,1923,-73.98116112,40.57701554,2668,Bus Station,30,3,55
16428,61,778,-73.97176266,40.79467579,382,Subway,0,1,238
16429,160,376,-73.98034573,40.75990312,1293,City,53,1,161
16431,61,2985,-73.95099163,40.78577312,778,Subway,0,1,236
16432,42,2361,-73.94186034,40.8331652,2361,Home (private),6,1,244
16434,160,1523,-74.01051196,40.73228891,376,Park,12,1,158
16435,49,40,-73.85561227,40.85851084,2612,Train Station,21,2,3
16438,92,3845,-73.97692323,40.74276196,3863,Movie Theater,122,1,137
16439,160,5086,-74.01456277,40.70737849,1523,Parking,104,1,261
16440,49,2598,-73.97336954,40.76280319,40,Sporting Goods Shop,159,1,163
16441,123,4438,-74.00093678,40.729524,4442,Italian Restaurant,158,1,114
16443,160,1891,-74.01321429,40.70145732,5086,Ferry,248,1,88
16444,23,1633,-73.78727134,40.76420746,284,Food & Drink Shop,27,4,16
16445,126,603,-73.97648335,40.78082577,4507,Burger Joint,73,1,239
16446,49,522,-73.96781445,40.7623248,2598,Department Store,38,1,237
16447,160,5087,-74.01678085,40.69118179,1891,Other Great Outdoors,320,1,105
16448,69,615,-73.98247004,40.77143374,378,Bar,65,1,142
16449,109,4207,-73.96661282,40.77792543,4210,Gym / Fitness Center,174,1,43
16451,84,3650,-74.01102227,40.63314132,3635,Food & Drink Shop,27,3,227
16453,225,5924,-74.003851,40.74290832,5917,Pizza Place,2,1,68
16454,95,2070,-73.9879632,40.7498254,3914,Plaza,35,1,186
16455,84,3648,-74.0144767,40.63434459,3650,Donut Shop,149,3,227
16456,61,2996,-73.97149847,40.75829146,2985,Plaza,35,1,162
16458,95,539,-73.98186922,40.76803327,2070,Plaza,35,1,142
16459,144,4842,-73.9312662,40.58648442,4844,Deli / Bodega,9,3,210
16461,26,439,-73.99431159,40.75247132,1736,Movie Theater,122,1,68
16468,14,1241,-73.99757624,40.76362499,1239,Bar,64,1,50
16469,69,714,-73.97992594,40.743313,615,Bar,151,1,170
16471,118,1510,-73.99897144,40.72789008,812,Bar,117,1,114
16474,156,5018,-73.99035177,40.57385221,5017,Event Space,132,3,55
16476,40,2299,-73.95361626,40.63719415,2289,Home (private),6,3,89
16478,38,2192,-74.08288386,40.62578449,2205,Home (private),6,5,221
16480,49,40,-73.85561227,40.85851084,522,Train Station,21,2,3
16485,40,2311,-73.96766446,40.63439165,2299,Bus Station,5,3,89
16488,115,4289,-73.975817,40.731805,4298,Bar,44,1,224
16489,126,865,-73.97320309,40.78118444,603,Science Museum,192,1,239
16490,3,322,-73.87088781,40.67288874,88,Salon / Barbershop,70,3,76
16494,50,931,-73.84606361,40.75645736,2628,Stadium,184,4,93
16495,49,2584,-73.8563633,40.85803216,40,Plaza,35,2,185
16496,2,281,-73.98501277,40.68847685,177,Subway,0,3,25
16497,80,2308,-73.99021977,40.62020951,271,Subway,0,3,22
16501,250,6156,-73.96537147,40.66855421,6160,Home (private),6,3,190
16505,4,458,-73.924034,40.76367617,362,Tattoo Parlor,129,4,7
16509,37,2171,-73.80350574,40.81010861,1499,Bar,151,2,208
16510,38,2232,-74.00343034,40.67913544,2192,Road,11,3,195
16511,87,3700,-73.75366953,40.75686178,3705,Home (private),6,4,175
